PROPERTY_NUMBER_ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,LAYOUT,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,FOR_OFFICE_USE,INTERIOR_CUSTOMIZABILITY,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_SHOPPING_DISTRICT,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES
9028127,売買居住用,秋田県,大館市,JR奥羽本線,大館,27,3500000,1949/1/1,木造,164.82,1,8DK,343.68,,宅地,,商業地域,所有権,無し,無し,一方,"市中心にある古民家
囲炉裏付きの住宅",公営,プロパン,下水,,,,,,,,550,1900,250,900,,550,600,,400,80,無し,無し
9028128,売買居住用,秋田県,大館市,JR奥羽本線,大館,7,7500000,1973/1/1,木造,113.65,1,4SLDK,219.84,公簿,宅地,非線引区域,第一種住居地域,所有権,無し,無し,一方,駅徒歩10分以内,公営,プロパン,下水,,,,,,,,850,1000,100,300,650,1700,,,200,60,無し,無し
9028129,売買居住用,秋田県,大館市,JR奥羽本線,大館,25,3500000,1959/1/1,木造,688.68,,18SLDK,975.73,公簿,宅地,非線引区域,第一種住居地域,所有権,無し,無し,一方,"旧旅館建物（離れ有り）
市の中心部にあり、総合病院や小学校まで徒歩10分以内の好立地",公営,プロパン,浄化槽,,,,,,,,400,1600,100,800,600,550,600,,200,60,無し,無し
9028130,売買居住用,秋田県,大館市,JR奥羽本線,白沢,36,4800000,1983/5/1,木造,136.21,1,5LDK,362.81,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,"住宅と別に車庫（1台分）、物置あり
希望があれば隣接する畑の売却も可能",井戸,プロパン,汲み取り式,,,,,,,,1900,2000,5500,6400,,10300,,,,,無し,無し
9028132,売買居住用,秋田県,大館市,JR花輪線,東大館,17,1000000,1976/3/1,木造,86.1,1,4LDK,186.66,公簿,宅地,,第一種住居地域,所有権,無し,無し,一方,"建物と別に物置あり
敷地内に1台駐車可",公営,プロパン,汲み取り式,,,,,,,,1500,1900,850,2200,,2000,,,200,60,無し,無し
9028133,売買居住用,秋田県,大館市,JR花輪線,大滝温泉,13,10970000,1996/11/1,木造,233.03,1,6LDK,783.36,公簿,宅地,,,所有権,無し,無し,一方,住宅と別に車庫兼物置あり（2台分）,公営,,浄化槽,,,,,IH,,,1400,2300,2400,6300,,13000,,,200,70,無し,無し
9028134,売買居住用,秋田県,大館市,JR奥羽本線,大館,5,3200000,1976/12/1,木造,147.08,,6DK,227.47,,,,,,無し,無し,一方,車庫内に1台駐車可。ほか、車庫内に1台駐車可。,公営,プロパン,汲み取り式,,,,,,,,1600,3200,1600,1600,,2800,,,200,70,無し,無し
9028135,売買居住用,秋田県,大館市,JR花輪線,扇田,26,2500000,1980/1/1,木造,98.9,,5K,458.65,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,住宅と別に車庫あり（1台分）,その他,プロパン,汲み取り式,,,,,,,,1300,1600,260,1300,400,,,,200,70,無し,無し
9028136,売買居住用,秋田県,大館市,JR花輪線,扇田,40,2000000,1978/6/1,木造,1119.8,,5DK,328.35,,宅地,,,,無し,無し,一方,"車庫内に2台駐車可
敷地内に3台駐車可",公営,プロパン,下水,,,,,,,,900,4300,3800,3500,,8800,,,200,70,無し,無し
9028137,売買居住用,秋田県,大館市,JR花輪線,東大館,58,22000000,2018/1/1,木造,114.06,,3LDK,793.94,公簿,宅地,非線引区域,,所有権,無し,無し,一方,"カーポート付き（2台分）
敷地内に複数駐車可",公営,,下水,,,,,IH,,,450,1000,2400,4200,,5600,,,200,70,無し,無し
9028138,売買居住用,秋田県,大館市,JR奥羽本線,大館,4,3500000,1981/12/1,木造,113.41,,5K,797.89,公簿,宅地,非線引区域,,所有権,無し,有り,一方,,,プロパン,浄化槽,,,,,ガス,,,2100,5100,2800,3100,,6000,,,200,70,無し,無し
9028139,売買居住用,秋田県,大館市,JR奥羽本線,大館,8,15000000,1979/10/1,木造,308.53,,10DK,1916.87,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,"敷地内に3台駐車可
住宅と別に物置あり",公営,プロパン,下水,,,,,,,,720,960,700,960,,2100,,,,,無し,無し
9028140,売買居住用,秋田県,大館市,JR奥羽本線,大館,4,1000000,1979/9/1,木造,114.85,,4LDK,237.37,公簿,宅地,非線引区域,,所有権,無し,無し,二方(角地),,公営,プロパン,その他,,,,,,,,1100,2100,270,1000,900,4300,,,200,70,無し,無し
9028141,売買居住用,秋田県,大館市,JR奥羽本線,早口,10,6000000,1969/2/1,木造,358,,7DK,538.49,公簿,宅地,非線引区域,,所有権,無し,無し,二方(角地),店舗スペースを車庫利用,公営,プロパン,下水,,,,,,,,1000,2300,3100,220,1800,10300,,,200,70,無し,有り
9028142,売買居住用,秋田県,大館市,JR奥羽本線,大館,20,2000000,1979/7/1,木造,124.21,1,5LDK,165.28,公簿,宅地,非線引区域,第一種住居地域,所有権,無し,有り,一方,住宅と別に物置あり,その他,プロパン,その他,,,,,,,,230,260,650,400,,2000,,,200,60,無し,無し
9028143,売買居住用,秋田県,大館市,JR奥羽本線,大館,40,3000000,1975/8/1,指定なし,111.24,,5SK,241,公簿,宅地,非線引区域,第一種住居地域,所有権,無し,有り,一方,住宅と別に車庫（1台分）あり,公営,プロパン,下水,,,,,,,,2700,2200,1200,1000,,1800,,,200,60,無し,無し
9028144,売買居住用,秋田県,大館市,JR花輪線,東大館,1,1300000,1956/1/1,木造,79.33,,3LDK,194.21,公簿,,非線引区域,商業地域,,無し,無し,二方(両面),,公営,プロパン,下水,,,,,,,,1450,850,,1850,,1050,,,400,80,無し,有り
9028145,売買居住用,秋田県,大館市,JR奥羽本線,大館,29,4000000,1983/1/1,木造,167.21,,6DK,260.25,,,,,,無し,無し,指定なし,,公営,プロパン,その他,,,,,,,,1600,4300,850,1100,1000,4100,,,,,無し,無し
9028146,売買居住用,秋田県,大館市,JR花輪線,東大館,18,2200000,1972/1/1,木造,,,5DK,308.37,公簿,,,第一種住居地域,,無し,無し,一方,屋根融雪付き（設備稼働可否不明）,その他,プロパン,汲み取り式,,,,,,,,1500,1900,850,2200,,2000,,,200,60,無し,無し
9028147,売買居住用,秋田県,大館市,JR奥羽本線,大館,36,1900000,1978/10/1,木造,139.62,,5DK,430.14,,宅地,非線引区域,,所有権,無し,無し,二方(角地),,その他,プロパン,汲み取り式,,,,,,,,1600,2200,700,850,800,2400,,,,,無し,無し
9028148,売買居住用,秋田県,大館市,JR花輪線,十二所,14,1500000,1979/8/1,木造,109.3,,5DK,221,公簿,宅地,非線引区域,,所有権,無し,無し,一方,敷地内に1台駐車可,公営,プロパン,汲み取り式,,,,,,,,1700,950,5000,9000,,4000,,,200,70,無し,無し
9028149,売買居住用,秋田県,大館市,JR花輪線,大滝温泉,11,1000000,1983/1/1,木造,166.41,,7LDK,502.47,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,"住宅と別に車庫有り（1台分）
敷地内に3台駐車可
別途駐車場用地あり",その他,プロパン,汲み取り式,,,,,,,,3200,4100,1200,5200,,1500,,,200,70,無し,無し
9028150,売買居住用,秋田県,大館市,JR花輪線,東大館,10,1700000,1972/12/1,木造,97.29,,6DK,152,公簿,宅地,非線引区域,,所有権,無し,無し,一方,敷地内軽自動車1台駐車可,公営,プロパン,下水,,,,,,,,1800,1300,450,2000,,1400,,,160,60,無し,無し
9028151,売買居住用,秋田県,大館市,JR花輪線,東大館,26,2500000,1977/6/1,木造,97.71,,4DK,256.1,公簿,宅地,非線引区域,第一種低層住居専用地域,所有権,無し,無し,一方,敷地内に1台駐車可,公営,プロパン,汲み取り式,,,,,,,,2400,2900,1700,2400,,2900,,,80,50,無し,無し
9028152,売買居住用,秋田県,大館市,JR花輪線,扇田,13,3200000,,木造,103.57,,3DK,538,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,,,,,,,240,1800,750,550,950,,,,200,60,無し,無し
9028153,売買居住用,秋田県,大館市,JR花輪線,扇田,13,3800000,1966/11/1,木造,174.52,,5DK,665,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,,,,,,,240,1800,750,550,950,,,,200,60,無し,無し
9028154,売買居住用,秋田県,大館市,,,3,2600000,1979/6/1,木造,139.12,,R,180,公簿,,,,,無し,無し,指定なし,2台分のカーポートあり,公営,プロパン,汲み取り式,,,,,,,,1200,2000,400,1200,1000,4600,,,,,無し,有り
9028155,売買居住用,秋田県,大館市,JR花輪線,東大館,13,800000,1976/10/1,木造,110.51,,R,36.9,,宅地,非線引区域,,所有権,無し,無し,指定なし,住宅と別に車庫兼物置あり（車庫1台分）,公営,プロパン,汲み取り式,,,,,,,,850,1500,450,1600,,1600,,,200,60,無し,無し
9028156,売買居住用,秋田県,大館市,,,3,1120000,1983/10/1,木造,166.94,,R,738.31,公簿,宅地,都市計画区域外,,所有権,無し,無し,指定なし,"駐車場3台分
隣接建物距離2ｍ以上",公営,プロパン,汲み取り式,,,,,,,,11200,11300,11700,16800,11200,,,,,,無し,無し
9028157,売買居住用,秋田県,大館市,JR奥羽本線,下川沿,13,3200000,1985/10/1,木造,134.69,,6DK,319.15,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,"車庫あり（2台分）
住宅と別に物置あり",公営,プロパン,汲み取り式,,,,,,,,1000,1100,1300,3500,,,,,200,70,無し,無し
9028158,売買居住用,秋田県,大館市,JR奥羽本線,大館,17,22000000,1994/11/1,木造,381.48,,9SLDK,716.48,公簿,宅地,非線引区域,第一種中高層住居専用地域,所有権,無し,無し,二方(角地),"車庫、納戸あり
店舗用スペースあり
庭あり
（敷地内にあるが老朽化により上下水道が使用できない可能性あり、契約不適合責任は免責）",公営,プロパン,下水,,,,,,,,800,850,,850,,2900,,,,,無し,有り
9028159,売買居住用,秋田県,大館市,,,5,3500000,1984/1/1,木造,109.71,,6DK,296.08,,宅地,非線引区域,,所有権,無し,無し,二方(角地),"敷地内3台分駐車場あり（内1台車庫）
住宅と別に物置あり",公営,プロパン,汲み取り式,,,,,,,,2700,4100,1700,1400,1400,,,,,,無し,無し
9028160,売買居住用,秋田県,大館市,,,4,2000000,1983/1/1,木造,148.75,,R,203.35,,宅地,非線引区域,,所有権,無し,無し,指定なし,軽自動車1台分の駐車スペースあり,公営,プロパン,汲み取り式,,,,,,,,850,2700,5000,5300,5200,8300,,,,,無し,無し
9028161,売買居住用,秋田県,大館市,JR花輪線,東大館,21,6800000,1972/10/1,木造,,,6LDK,528.62,,宅地,非線引区域,第一種住居地域,所有権,無し,無し,指定なし,敷地内に3台駐車可能,公営,プロパン,下水,,,,,,,,450,1900,700,850,,1700,,,200,60,無し,無し
9028162,売買居住用,秋田県,大館市,,,1300,3500000,1967/9/1,木造,169.99,,6K,384.74,,宅地,都市計画区域外,,,無し,無し,指定なし,"カーポート有り
敷地内に2台駐車可",公営,プロパン,下水,,,,,,,,220,3000,3800,,2500,,,,,,無し,無し
9028163,売買居住用,秋田県,大館市,,,50,3000000,1978/6/1,木造,145.96,,R,487.6,公簿,宅地,都市計画区域外,,,無し,無し,指定なし,"敷地内に駐車可（2台分）
住宅と別に車庫（1台分）および物置あり",公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,無し,無し
9028164,売買居住用,秋田県,大館市,JR花輪線,東大館,,2800000,1967/1/1,木造,170.7,,6LDK,303.38,公簿,,,第一種中高層住居専用地域,,無し,無し,指定なし,車庫あり（1台分、19.83㎡。なお、住宅の増築部分とともに未登記）,公営,プロパン,下水,,,,,,,,210,850,500,1000,,1200,,,200,60,無し,無し
9028165,売買居住用,秋田県,大館市,,,,2600000,1964/1/1,指定なし,101.92,,4LDK,215.04,公簿,,非線引区域,,,無し,無し,指定なし,,その他,プロパン,汲み取り式,,,,,,,,1200,2100,270,1000,,,,,200,70,無し,無し
9028166,売買居住用,秋田県,大館市,JR奥羽本線,白沢,160,3000000,1976/6/1,木造,121.05,,5LDK,448.3,,,非線引区域,,,無し,無し,指定なし,,公営,プロパン,汲み取り式,,,,,,,,,,,,,,,,,,無し,無し
9028167,売買居住用,秋田県,大館市,,,,7000000,1975/11/1,木造,119.96,,5DK,685.82,,,,第一種低層住居専用地域,,無し,無し,指定なし,,公営,プロパン,下水,,,,,,,,1100,,,,,,,,80,50,無し,無し
9028168,売買居住用,秋田県,大館市,JR花輪線,扇田,2800,3500000,1975/4/1,木造,179.16,,5K,326.35,,,非線引区域,,,無し,無し,指定なし,,,,,,,,,,,,750,4100,3400,3400,,,,,,,無し,無し
9028169,売買居住用,秋田県,大館市,JR花輪線,東大館,1700,1800000,1974/10/1,木造,104.82,1,R,335.62,,宅地,,第一種中高層住居専用地域,所有権,無し,無し,指定なし,,公営,プロパン,汲み取り式,,,,,,,,1500,2400,,,,2400,,,200,60,無し,無し
9028170,売買居住用,秋田県,大館市,JR花輪線,東大館,8,3400000,1948/1/1,木造,134.82,1,6DK,173.35,,,,,,無し,無し,指定なし,,公営,プロパン,汲み取り式,,,,,ガス,,,1300,800,550,2000,,1200,,,,,無し,無し
9028171,売買居住用,秋田県,大館市,,,,8000000,1981/1/1,木造,146.85,1,7DK,219.37,,宅地,,,,無し,無し,指定なし,カーポート、物置有り,公営,プロパン,汲み取り式,,,,,,,,550,600,900,350,500,2100,270,,,,無し,無し
9028172,売買居住用,秋田県,大館市,JR奥羽本線,白沢,47,2400000,1961/1/1,木造,190.18,1,8K,1132.79,,宅地,,,,無し,無し,指定なし,,公営,プロパン,汲み取り式,,,,,,,,,,,,,,,,,,無し,有り
9028173,売買居住用,岩手県,八幡平市,JR花輪線,松尾八幡平,600,800000,1951/1/1,木造,122.31,,6K,893,公簿,宅地,,,,無し,無し,指定なし,"国道沿いの日当たりのよい物件です。
現況による売買となります。補修が必要な物件です。
所有者は所有する近隣農地の売買も希望しています。",公営,プロパン,,室内,専用,専用,,ガス,,,3000,5300,,,,4800,,,,,有り,無し
9028174,売買居住用,岩手県,八幡平市,JR花輪線,荒屋新町,10,3000000,1976/11/1,木造,77.83,,4DK,563.31,公簿,宅地,,,,無し,無し,指定なし,"リノベーション物件のため、居住するには改修が必要です。
2階の窓から花輪線を間近で見ることができ、列車が好きな方におススメです。",公営,プロパン,浄化槽,室内,専用,専用,,ガス,有り,,750,750,,,,650,,,,,無し,無し
9028175,売買居住用,岩手県,八幡平市,JR花輪線,平館,650,20840000,1967/1/1,木造,165.28,,6DK,1968.18,公簿,宅地,非線引区域,,,無し,無し,指定なし,敷地内に神社有。,公営,プロパン,その他,,専用,専用,,,有り,,950,2600,,1400,,750,,,,,無し,無し
9028176,売買居住用,岩手県,八幡平市,JR花輪線,北森,12000,5000000,1977/1/1,木造,69.42,,4DK,731,公簿,宅地,,,所有権,無し,無し,指定なし,"温施引き込み物件です。
温泉にかかる詳細は担当仲介者までお問い合わせください。",公営,プロパン,下水,室内,専用,専用,,ガス,,,2700,9600,,2400,,2800,,,,,無し,無し
9028177,売買事業用,岩手県,八幡平市,JR花輪線,田山,2700,2500000,1973/1/1,鉄骨造,338.01,,R,542.75,公簿,宅地,,,所有権,無し,無し,指定なし,元布団工場です。,,プロパン,,,,専用,,,,,2300,9500,,2500,,1800,,,,,無し,無し
9028178,売買事業用,岩手県,八幡平市,JR花輪線,大更,2100,6000000,1992/1/1,木造,193.55,,R,440,公簿,宅地,,,,無し,無し,指定なし,車庫兼倉庫です。,,,,,無,無,,,,空き有,800,1300,,,,2300,,,,,無し,無し
9028179,売買土地,岩手県,八幡平市,JR花輪線,平館,1600,1800000,,指定なし,,,R,306.1,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,地元高校に近い立地の更地です。,,,,,,,,,,,1300,2300,,850,,1400,,,200,70,無し,無し
9028180,売買居住用,岩手県,八幡平市,,,6,15000000,1987/3/1,木造,107.62,,4LDK,384.32,公簿,宅地,,,,無し,無し,指定なし,温泉付きの物件で、しっかり収納スペースもあります。近くにはスキー場もあり、冬のレジャーにも最適です。,公営,プロパン,浄化槽,室内,無,専用,,ガス,,空き有,4200,10000,,,,4400,,,,,無し,無し
9028181,売買居住用,岩手県,八幡平市,,,750,6500000,1993/11/1,木造,72.32,,3LDK,480.08,公簿,宅地,,,,無し,無し,指定なし,"八幡平温泉郷内にある元別荘です。
近隣には温泉施設やスキー場などのアクティビティがあり、自然の中で生活したい方におすすめの物件です。",公営,プロパン,浄化槽,室内,専用,専用,,ガス,有り,,1800,8900,,,,2000,,,,,無し,無し
9028189,売買土地,岩手県,八幡平市,,,,3520000,,指定なし,,,R,388,公簿,,非線引区域,,所有権,無し,無し,指定なし,,,,,,,,,,,,2400,3000,,3600,,1700,,,200,70,無し,無し
9028191,売買居住用,岩手県,八幡平市,JR花輪線,平館,52000,6500000,2000/11/1,木造,89.56,,4K,566.12,公簿,宅地,,,,無し,無し,指定なし,小学校や保育所が近い物件です。,公営,プロパン,下水,室内,専用,専用,,ガス,有り,空き有,130,2400,,60,,,,,,,無し,無し
9028193,売買居住用,岩手県,八幡平市,,,1900,7000000,2002/1/1,木造,77.84,,2DK,237,公簿,山林,,,,無し,無し,指定なし,コンパクトな温泉付き物件です。,公営,プロパン,下水,室内,専用,専用,,ガス,有り,空き有,3700,8200,,,,3900,,,,,無し,無し
9028194,売買事業用,岩手県,八幡平市,JR花輪線,平館,1900,18000000,1989/1/1,木造,980.95,,R,1273,公簿,宅地,,,,無し,無し,指定なし,平舘地域にある居宅付き作業場です。,公営,プロパン,下水,室内,専用,専用,,ガス,,空き有,1200,1700,,,,4400,,,,,無し,無し
9028197,売買居住用,岩手県,八幡平市,JR花輪線,田山,3400,3500000,1994/9/1,木造,201.22,,6LDK,373.42,公簿,宅地,,,,無し,無し,指定なし,山々に囲まれた自然豊かな物件です。,公営,プロパン,その他,室内,専用,専用,,ガス,,,4100,150000,,,,4300,,,,,有り,無し
9028198,売買居住用,岩手県,八幡平市,JR花輪線,荒屋新町,10,1200000,1967/1/1,木造,164.46,,9LDK,262.78,公簿,宅地,,,,無し,無し,指定なし,JR花輪線の荒屋新町駅が近い物件です。元教員宿舎で部屋数、収納スペースが多めです。,公営,プロパン,下水,室内,専用,専用,,ガス,有り,,750,750,,,,650,,,,,無し,無し
9028202,売買居住用,静岡県,御前崎市,,,,20000000,1940/1/1,木造,179.07,,7DK,646.15,,,非線引区域,,,無し,無し,指定なし,"・街の中心地より少し離れているため、自然が豊か。
・家の前が開けているので日当たり良好。
・海岸まで、車で10分以内。
・昭和55年頃建物西側増築
・納屋（倉庫）とカーポート有り",公営,プロパン,下水,,専用,専用,洋式1室,,有り,空き有,2000,2600,1700,2700,1900,3300,2100,1700,,,無し,無し
9028203,売買居住用,静岡県,御前崎市,,,,5500000,1984/6/1,木造,87.77,1,5DK,254.48,,宅地,非線引区域,,,無し,無し,指定なし,"・小学校・スーパーから近い日当たりが良い物件
・遠州灘海岸まで車で5分の近さ",公営,プロパン,下水,,専用,専用,和式1室,ガス,,空き有,1000,3800,650,650,,4900,1300,850,,,無し,無し
9028204,売買居住用,静岡県,御前崎市,,,,12000000,,木造,153.71,2,7DK,780.72,,,非線引区域,,,無し,無し,指定なし,"・小学校・スーパーから近い、広い庭付き平屋物件
・脇屋4棟付き
・高台に立地するが、海まで5分以内という立地の良さが魅力です",公営,プロパン,浄化槽,,専用,専用,洋式1室,,有り,空き有,240,4100,240,350,,11000,400,1100,,,無し,無し
9028205,売買居住用,静岡県,御前崎市,,,,15000000,1972/9/1,木造,107.08,,8DK,447.27,,宅地,非線引区域,第一種中高層住居専用地域,,無し,有り,指定なし,"・小学校や中学校が近く、街の中心地にある物件です
・浜岡海岸まで車で5分",公営,プロパン,浄化槽,,専用,専用,洋式1室,,,空き有,900,750,500,2400,550,950,850,450,,,無し,無し
9028209,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,妙寺,550,7000000,1990/1/1,軽量鉄骨造,116.18,1,4DK,330.58,,,,,,無し,無し,指定なし,柿畑（農地）が隣接した一軒家,公営,プロパン,下水,,専用,専用,洋式水洗,,,空き有,950,400,600,3400,,2100,,,,,有り,無し
9028210,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,笠田,700,1900000,1983/2/1,木造,89.38,,5DK,62.21,,,,,,無し,無し,指定なし,小学校近くの、元雑貨店の店舗併用住宅,公営,プロパン,その他,,無,専用,汲取り　簡易洋式,ガス,,近隣,140,750,,1500,,5800,,,,,無し,無し
9028211,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,妙寺,2100,3000000,1969/7/1,木造,176.89,,4LDK,,,,,,,無し,無し,指定なし,工房件住居としての利用がおすすめな平屋建て,井戸,プロパン,,,専用,専用,和式　非水洗　汲み取り,,有り,空き有,2100,1800,1800,2200,,2400,,1900,,,無し,無し
9028216,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,笠田,33600,1900000,,木造,230.74,,8DK,365.2,,,,,,無し,無し,指定なし,高野山が近い高台にある見晴らしのいい物件,,プロパン,,,専用,専用,,,有り,空き有,8500,30900,13700,13700,,36200,,14500,,,有り,無し
9028217,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,笠田,1100,22500000,,木造,279.32,,6SLDK,527.85,,,,,,無し,無し,指定なし,築100年近く　しっかりした造りの物件,公営,プロパン,,,専用,専用,汲み取り,,有り,空き有,500,1100,500,1800,,6400,,2300,,,有り,無し
9028226,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,大谷,1200,3200000,,木造,53.98,,5LDK,65.38,,,,,,無し,無し,指定なし,役場や郵便局が近く生活しやすい環境,公営,プロパン,,,専用,専用,洋式　非水洗　汲み取り,,,空き有,2700,2100,1000,2100,,3300,,2000,,,無し,無し
9028227,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,笠田,600,2000000,,木造,121.74,,5LDK,162.81,,,,,,無し,無し,指定なし,高校近くの駅近物件　小さな庭付きの小ぶりな2階建て　上下水道完備！,公営,プロパン,下水,,専用,専用,,,有り,無,750,800,700,1000,,5000,,1300,,,無し,無し
9028229,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,笠田,750,2200000,1978/1/1,木造,115.51,,4LDK,94.67,公簿,宅地,,,,無し,無し,指定なし,中二階の広々収納など細部にこだわりの感じる建築づくり。周辺施設や駅も徒歩10分圏内,公営,プロパン,浄化槽,室内,専用,専用,,ガス,,空き有,160,800,350,1400,,6000,,1600,200,70,無し,無し
9028230,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,大谷,170,1000000,1965/3/1,木造,64.31,,3DK,359.32,,,,,,無し,無し,指定なし,大幅補修が必要ですが、駅近な小ぶりの平屋,公営,プロパン,汲み取り式,,専用,専用,,ガス,有り,無,550,1800,3000,1900,,7100,,10100,,,無し,無し
9028231,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,妙寺,190,10000000,1972/12/1,木造,163.08,,7DK,367.94,,,,,,無し,無し,指定なし,コンビニ・銀行が徒歩圏内　駅近の小ぶりな物件,井戸,プロパン,,有,専用,専用,,,有り,空き有,1200,750,130,3600,,1500,,190,,,無し,無し
9028232,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,大谷,500,4500000,1963/10/1,木造,98.33,,8LDK,672.62,,,,,,無し,無し,指定なし,家庭菜園の出来る庭付きの平屋　近くに大きなイチョウの木やお寺もあります,公営,プロパン,,,専用,専用,洋式・和式　簡易水洗・非水洗　汲み取り,,有り,空き有,800,3600,1200,1100,,4400,,1100,,,無し,無し
9028234,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,笠田,400,13000000,1994/3/1,木造,58.21,,2DK,198.19,,,,,,無し,無し,指定なし,駅徒歩圏内の小ぶりな平屋物件,公営,プロパン,,,専用,専用,下水道　水洗　洋式,,,空き有,1200,800,1200,650,,5000,,650,,,無し,無し
9028236,売買居住用,和歌山県,伊都郡かつらぎ町,,,,3000000,1964/1/1,木造,113.89,,6DK,141,,,,,,無し,無し,指定なし,駅徒歩3分。国道へもすぐの閑静な住宅地,公営,プロパン,汲み取り式,,専用,専用,,,,,600,300,1400,2200,,400,,,,,無し,無し
9028237,売買居住用,和歌山県,伊都郡かつらぎ町,JR和歌山線,西笠田,130,4000000,1974/7/1,その他,178.42,4,R,265.57,,,,,,無し,無し,指定なし,JR徒歩圏内。紀ノ川沿いに佇む緑豊かな閑静な住宅街,,,,,,,,,,空き有,2500,3000,1700,1200,,1600,,3800,,,無し,無し
9028238,売買居住用,鹿児島県,鹿児島市,,,2,15800000,1966/8/1,木造,82.13,1,2LDK,235.25,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無し,無し,一方,,公営,プロパン,下水,室内,専用,専用,,ガス,有り,空き有,1140,1840,430,770,,,,620,80,50,無し,無し
9028239,賃貸居住用,鹿児島県,鹿児島市,JR指宿枕崎線,喜入,15,50000,1972/3/1,木造,117.18,1,4DK,,,,,,,無し,無し,指定なし,,公営,プロパン,浄化槽,室内,専用,専用,,ガス,有り,空き有,1635,1190,,1437,,,,,,,無し,無し
9028245,売買居住用,三重県,鳥羽市,近鉄鳥羽線,鳥羽,2100,4300000,1996/1/1,木造,,,3SDK,49.58,公簿,,非線引区域,,,無し,無し,指定なし,,,プロパン,浄化槽,室内,専用,専用,,,,無,4700,5200,,,,,,,,,無し,無し
9028246,売買居住用,三重県,鳥羽市,近鉄鳥羽線,鳥羽,1400,1000000,,木造,57.51,1,2LDK,547,公簿,宅地,非線引区域,,,無し,無し,指定なし,高台の住宅地にある木造・1階建ての1軒家です。,公営,プロパン,浄化槽,,専用,専用,,ガス,,無,1300,2700,,,,,,,,,無し,無し
9028247,売買居住用,三重県,鳥羽市,近鉄鳥羽線,鳥羽,2100,1000000,1967/11/1,木造,76.93,1,4DK,29.75,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,鳥羽市の市街地エリアに建つ、木造二階建ての物件です。,公営,プロパン,,,専用,専用,汲み取り,,,無,,,,,,,,,,,無し,無し
9028248,売買居住用,三重県,鳥羽市,近鉄志摩線,中之郷,8,2000000,1973/10/1,木造,89.42,1,3LDK,59.5,公簿,宅地,非線引区域,第一種住居地域,所有権,無し,無し,指定なし,,公営,プロパン,汲み取り式,室内,専用,専用,,ガス,,無,3200,1900,,,,,,,,,無し,無し
9028249,売買居住用,三重県,鳥羽市,近鉄鳥羽線,池の浦,1300,6000000,1968/7/1,その他,148.71,1,5DK,217.5,公簿,宅地,非線引区域,第一種低層住居専用地域,,無し,無し,指定なし,高台の住宅地にある一軒家です。,公営,プロパン,浄化槽,,専用,専用,,,有り,空き有,,,,,,,,,,,無し,無し
9028250,売買居住用,三重県,鳥羽市,近鉄志摩線,鳥羽,2100,1500000,1971/6/1,木造,57.86,1,2LDK,29.75,公簿,宅地,非線引区域,,,無し,無し,指定なし,鳥羽市の市街地エリアに建つ、木造一軒家の物件です。,公営,プロパン,,,無,専用,汲み取り,,,,,,,,,,,,,,無し,無し
